profileID,respID,qID,altID,obsID,price,dist_green,dist_shops,dist_trans,parking
124,2,8,2,17,10,500 meter,15km,900,reserverad garageplats
124,2,9,1,18,10,500 meter,15km,900,reserverad garageplats
59,2,9,2,18,10,15km,500 meter,600,reserverad garageplats
344,3,1,1,19,10,15km,5km,600,ingen P-plats
371,3,1,2,19,0,15km,500 meter,900,ingen P-plats
380,3,2,1,20,20,500 meter,5km,900,ingen P-plats
1,3,2,2,20,0,500 meter,500 meter,300,reserverad garageplats
144,3,3,1,21,10,5km,500 meter,300, reserverad P-plats
309,3,3,2,21,10,5km,15km,300,ingen P-plats
352,3,4,1,22,-20,5km,15km,600,ingen P-plats
183,3,4,2,22,-10,500 meter,500 meter,600, reserverad P-plats
95,3,5,1,23,20,500 meter,500 meter,900,reserverad garageplats
152,3,5,2,23,-20,500 meter,5km,300, reserverad P-plats
75,3,6,1,24,20,15km,5km,600,reserverad garageplats
319,3,6,2,24,10,500 meter,500 meter,600,ingen P-plats
319,3,7,1,25,10,500 meter,500 meter,600,ingen P-plats
216,3,7,2,25,0,5km,15km,600, reserverad P-plats
160,3,8,1,26,20,5km,5km,300, reserverad P-plats
51,3,8,2,26,0,5km,500 meter,600,reserverad garageplats
401,3,9,1,27,0,15km,15km,900,ingen P-plats
28,3,9,2,27,-10,15km,5km,300,reserverad garageplats
232,4,1,1,28,-20,5km,500 meter,900, reserverad P-plats
380,4,1,2,28,20,500 meter,5km,900,ingen P-plats
43,4,2,1,29,-10,15km,15km,300,reserverad garageplats
144,4,2,2,29,10,5km,500 meter,300, reserverad P-plats
179,4,3,1,30,10,15km,15km,300, reserverad P-plats
352,4,3,2,30,-20,5km,15km,600,ingen P-plats
309,4,4,1,31,10,5km,15km,300,ingen P-plats
260,4,4,2,31,20,500 meter,15km,900, reserverad P-plats
383,4,5,1,32,-10,5km,5km,900,ingen P-plats
297,4,5,2,32,-20,15km,5km,300,ingen P-plats
272,4,6,1,33,-20,500 meter,500 meter,300,ingen P-plats
95,4,6,2,33,20,500 meter,500 meter,900,reserverad garageplats
371,4,7,1,34,0,15km,500 meter,900,ingen P-plats
179,4,7,2,34,10,15km,15km,300, reserverad P-plats
333,4,8,1,35,-10,500 meter,5km,600,ingen P-plats
344,4,8,2,35,10,15km,5km,600,ingen P-plats
201,4,9,1,36,0,5km,5km,600, reserverad P-plats
148,4,9,2,36,-10,15km,500 meter,300, reserverad P-plats
216,5,1,1,37,0,5km,15km,600, reserverad P-plats
368,5,1,2,37,-10,5km,500 meter,900,ingen P-plats
16,5,2,1,38,0,500 meter,5km,300,reserverad garageplats
272,5,2,2,38,-20,500 meter,500 meter,300,ingen P-plats
297,5,3,1,39,-20,15km,5km,300,ingen P-plats
401,5,3,2,39,0,15km,15km,900,ingen P-plats
77,5,4,1,40,-20,500 meter,15km,600,reserverad garageplats
383,5,4,2,40,-10,5km,5km,900,ingen P-plats
260,5,5,1,41,20,500 meter,15km,900, reserverad P-plats
43,5,5,2,41,-10,15km,15km,300,reserverad garageplats
251,5,6,1,42,0,15km,5km,900, reserverad P-plats
244,5,6,2,42,10,500 meter,5km,900, reserverad P-plats
59,5,7,1,43,10,15km,500 meter,600,reserverad garageplats
213,5,7,2,43,-10,500 meter,15km,600, reserverad P-plats
28,5,8,1,44,-10,15km,5km,300,reserverad garageplats
301,5,8,2,44,0,500 meter,15km,300,ingen P-plats
195,5,9,1,45,20,15km,500 meter,600, reserverad P-plats
160,5,9,2,45,20,5km,5km,300, reserverad P-plats
267,6,1,1,46,-20,15km,15km,900, reserverad P-plats
232,6,1,2,46,-20,5km,500 meter,900, reserverad P-plats
148,6,2,1,47,-10,15km,500 meter,300, reserverad P-plats
360,6,2,2,47,20,15km,15km,600,ingen P-plats
1,6,3,1,48,0,500 meter,500 meter,300,reserverad garageplats
16,6,3,2,48,0,500 meter,5km,300,reserverad garageplats
152,6,4,1,49,-20,500 meter,5km,300, reserverad P-plats
40,6,4,2,49,20,5km,15km,300,reserverad garageplats
368,6,5,1,50,-10,5km,500 meter,900,ingen P-plats
267,6,5,2,50,-20,15km,15km,900, reserverad P-plats
301,6,6,1,51,0,500 meter,15km,300,ingen P-plats
333,6,6,2,51,-10,500 meter,5km,600,ingen P-plats
244,6,7,1,52,10,500 meter,5km,900, reserverad P-plats
195,6,7,2,52,20,15km,500 meter,600, reserverad P-plats
114,6,8,1,53,10,5km,5km,900,reserverad garageplats
251,6,8,2,53,0,15km,5km,900, reserverad P-plats
128,6,9,1,54,-10,5km,15km,900,reserverad garageplats
280,6,9,2,54,20,5km,500 meter,300,ingen P-plats
183,7,1,1,55,-10,500 meter,500 meter,600, reserverad P-plats
102,7,1,2,55,-20,15km,500 meter,900,reserverad garageplats
51,7,2,1,56,0,5km,500 meter,600,reserverad garageplats
67,7,2,2,56,-20,5km,5km,600,reserverad garageplats
40,7,3,1,57,20,5km,15km,300,reserverad garageplats
114,7,3,2,57,10,5km,5km,900,reserverad garageplats
360,7,4,1,58,20,15km,15km,600,ingen P-plats
128,7,4,2,58,-10,5km,15km,900,reserverad garageplats
213,7,5,1,59,-10,500 meter,15km,600, reserverad P-plats
75,7,5,2,59,20,15km,5km,600,reserverad garageplats
67,7,6,1,60,-20,5km,5km,600,reserverad garageplats
77,7,6,2,60,-20,500 meter,15km,600,reserverad garageplats
280,7,7,1,61,20,5km,500 meter,300,ingen P-plats
201,7,7,2,61,0,5km,5km,600, reserverad P-plats
102,7,8,1,62,-20,15km,500 meter,900,reserverad garageplats
124,7,8,2,62,10,500 meter,15km,900,reserverad garageplats
124,7,9,1,63,10,500 meter,15km,900,reserverad garageplats
59,7,9,2,63,10,15km,500 meter,600,reserverad garageplats
344,8,1,1,64,10,15km,5km,600,ingen P-plats
371,8,1,2,64,0,15km,500 meter,900,ingen P-plats
380,8,2,1,65,20,500 meter,5km,900,ingen P-plats
1,8,2,2,65,0,500 meter,500 meter,300,reserverad garageplats
144,8,3,1,66,10,5km,500 meter,300, reserverad P-plats
309,8,3,2,66,10,5km,15km,300,ingen P-plats
352,8,4,1,67,-20,5km,15km,600,ingen P-plats
183,8,4,2,67,-10,500 meter,500 meter,600, reserverad P-plats
95,8,5,1,68,20,500 meter,500 meter,900,reserverad garageplats
152,8,5,2,68,-20,500 meter,5km,300, reserverad P-plats
75,8,6,1,69,20,15km,5km,600,reserverad garageplats
319,8,6,2,69,10,500 meter,500 meter,600,ingen P-plats
319,8,7,1,70,10,500 meter,500 meter,600,ingen P-plats
216,8,7,2,70,0,5km,15km,600, reserverad P-plats
160,8,8,1,71,20,5km,5km,300, reserverad P-plats
51,8,8,2,71,0,5km,500 meter,600,reserverad garageplats
401,8,9,1,72,0,15km,15km,900,ingen P-plats
28,8,9,2,72,-10,15km,5km,300,reserverad garageplats
232,9,1,1,73,-20,5km,500 meter,900, reserverad P-plats
380,9,1,2,73,20,500 meter,5km,900,ingen P-plats
43,9,2,1,74,-10,15km,15km,300,reserverad garageplats
144,9,2,2,74,10,5km,500 meter,300, reserverad P-plats
179,9,3,1,75,10,15km,15km,300, reserverad P-plats
352,9,3,2,75,-20,5km,15km,600,ingen P-plats
309,9,4,1,76,10,5km,15km,300,ingen P-plats
260,9,4,2,76,20,500 meter,15km,900, reserverad P-plats
383,9,5,1,77,-10,5km,5km,900,ingen P-plats
297,9,5,2,77,-20,15km,5km,300,ingen P-plats
272,9,6,1,78,-20,500 meter,500 meter,300,ingen P-plats
95,9,6,2,78,20,500 meter,500 meter,900,reserverad garageplats
371,9,7,1,79,0,15km,500 meter,900,ingen P-plats
179,9,7,2,79,10,15km,15km,300, reserverad P-plats
333,9,8,1,80,-10,500 meter,5km,600,ingen P-plats
344,9,8,2,80,10,15km,5km,600,ingen P-plats
201,9,9,1,81,0,5km,5km,600, reserverad P-plats
148,9,9,2,81,-10,15km,500 meter,300, reserverad P-plats
216,10,1,1,82,0,5km,15km,600, reserverad P-plats
368,10,1,2,82,-10,5km,500 meter,900,ingen P-plats
16,10,2,1,83,0,500 meter,5km,300,reserverad garageplats
272,10,2,2,83,-20,500 meter,500 meter,300,ingen P-plats
297,10,3,1,84,-20,15km,5km,300,ingen P-plats
401,10,3,2,84,0,15km,15km,900,ingen P-plats
77,10,4,1,85,-20,500 meter,15km,600,reserverad garageplats
383,10,4,2,85,-10,5km,5km,900,ingen P-plats
260,10,5,1,86,20,500 meter,15km,900, reserverad P-plats
43,10,5,2,86,-10,15km,15km,300,reserverad garageplats
251,10,6,1,87,0,15km,5km,900, reserverad P-plats
244,10,6,2,87,10,500 meter,5km,900, reserverad P-plats
59,10,7,1,88,10,15km,500 meter,600,reserverad garageplats
213,10,7,2,88,-10,500 meter,15km,600, reserverad P-plats
28,10,8,1,89,-10,15km,5km,300,reserverad garageplats
301,10,8,2,89,0,500 meter,15km,300,ingen P-plats
195,10,9,1,90,20,15km,500 meter,600, reserverad P-plats
160,10,9,2,90,20,5km,5km,300, reserverad P-plats
267,11,1,1,91,-20,15km,15km,900, reserverad P-plats
232,11,1,2,91,-20,5km,500 meter,900, reserverad P-plats
148,11,2,1,92,-10,15km,500 meter,300, reserverad P-plats
360,11,2,2,92,20,15km,15km,600,ingen P-plats
1,11,3,1,93,0,500 meter,500 meter,300,reserverad garageplats
16,11,3,2,93,0,500 meter,5km,300,reserverad garageplats
152,11,4,1,94,-20,500 meter,5km,300, reserverad P-plats
40,11,4,2,94,20,5km,15km,300,reserverad garageplats
368,11,5,1,95,-10,5km,500 meter,900,ingen P-plats
267,11,5,2,95,-20,15km,15km,900, reserverad P-plats
301,11,6,1,96,0,500 meter,15km,300,ingen P-plats
333,11,6,2,96,-10,500 meter,5km,600,ingen P-plats
244,11,7,1,97,10,500 meter,5km,900, reserverad P-plats
195,11,7,2,97,20,15km,500 meter,600, reserverad P-plats
114,11,8,1,98,10,5km,5km,900,reserverad garageplats
251,11,8,2,98,0,15km,5km,900, reserverad P-plats
128,11,9,1,99,-10,5km,15km,900,reserverad garageplats
280,11,9,2,99,20,5km,500 meter,300,ingen P-plats
183,12,1,1,100,-10,500 meter,500 meter,600, reserverad P-plats
102,12,1,2,100,-20,15km,500 meter,900,reserverad garageplats
51,12,2,1,101,0,5km,500 meter,600,reserverad garageplats
67,12,2,2,101,-20,5km,5km,600,reserverad garageplats
40,12,3,1,102,20,5km,15km,300,reserverad garageplats
114,12,3,2,102,10,5km,5km,900,reserverad garageplats
360,12,4,1,103,20,15km,15km,600,ingen P-plats
128,12,4,2,103,-10,5km,15km,900,reserverad garageplats
213,12,5,1,104,-10,500 meter,15km,600, reserverad P-plats
75,12,5,2,104,20,15km,5km,600,reserverad garageplats
67,12,6,1,105,-20,5km,5km,600,reserverad garageplats
77,12,6,2,105,-20,500 meter,15km,600,reserverad garageplats
280,12,7,1,106,20,5km,500 meter,300,ingen P-plats
201,12,7,2,106,0,5km,5km,600, reserverad P-plats
102,12,8,1,107,-20,15km,500 meter,900,reserverad garageplats
124,12,8,2,107,10,500 meter,15km,900,reserverad garageplats
124,12,9,1,108,10,500 meter,15km,900,reserverad garageplats
59,12,9,2,108,10,15km,500 meter,600,reserverad garageplats
344,13,1,1,109,10,15km,5km,600,ingen P-plats
371,13,1,2,109,0,15km,500 meter,900,ingen P-plats
380,13,2,1,110,20,500 meter,5km,900,ingen P-plats
1,13,2,2,110,0,500 meter,500 meter,300,reserverad garageplats
144,13,3,1,111,10,5km,500 meter,300, reserverad P-plats
309,13,3,2,111,10,5km,15km,300,ingen P-plats
352,13,4,1,112,-20,5km,15km,600,ingen P-plats
183,13,4,2,112,-10,500 meter,500 meter,600, reserverad P-plats
95,13,5,1,113,20,500 meter,500 meter,900,reserverad garageplats
152,13,5,2,113,-20,500 meter,5km,300, reserverad P-plats
75,13,6,1,114,20,15km,5km,600,reserverad garageplats
319,13,6,2,114,10,500 meter,500 meter,600,ingen P-plats
319,13,7,1,115,10,500 meter,500 meter,600,ingen P-plats
216,13,7,2,115,0,5km,15km,600, reserverad P-plats
160,13,8,1,116,20,5km,5km,300, reserverad P-plats
51,13,8,2,116,0,5km,500 meter,600,reserverad garageplats
401,13,9,1,117,0,15km,15km,900,ingen P-plats
28,13,9,2,117,-10,15km,5km,300,reserverad garageplats
232,14,1,1,118,-20,5km,500 meter,900, reserverad P-plats
380,14,1,2,118,20,500 meter,5km,900,ingen P-plats
43,14,2,1,119,-10,15km,15km,300,reserverad garageplats
144,14,2,2,119,10,5km,500 meter,300, reserverad P-plats
179,14,3,1,120,10,15km,15km,300, reserverad P-plats
352,14,3,2,120,-20,5km,15km,600,ingen P-plats
309,14,4,1,121,10,5km,15km,300,ingen P-plats
260,14,4,2,121,20,500 meter,15km,900, reserverad P-plats
383,14,5,1,122,-10,5km,5km,900,ingen P-plats
297,14,5,2,122,-20,15km,5km,300,ingen P-plats
272,14,6,1,123,-20,500 meter,500 meter,300,ingen P-plats
95,14,6,2,123,20,500 meter,500 meter,900,reserverad garageplats
371,14,7,1,124,0,15km,500 meter,900,ingen P-plats
179,14,7,2,124,10,15km,15km,300, reserverad P-plats
333,14,8,1,125,-10,500 meter,5km,600,ingen P-plats
344,14,8,2,125,10,15km,5km,600,ingen P-plats
201,14,9,1,126,0,5km,5km,600, reserverad P-plats
148,14,9,2,126,-10,15km,500 meter,300, reserverad P-plats
216,15,1,1,127,0,5km,15km,600, reserverad P-plats
368,15,1,2,127,-10,5km,500 meter,900,ingen P-plats
16,15,2,1,128,0,500 meter,5km,300,reserverad garageplats
272,15,2,2,128,-20,500 meter,500 meter,300,ingen P-plats
297,15,3,1,129,-20,15km,5km,300,ingen P-plats
401,15,3,2,129,0,15km,15km,900,ingen P-plats
77,15,4,1,130,-20,500 meter,15km,600,reserverad garageplats
383,15,4,2,130,-10,5km,5km,900,ingen P-plats
260,15,5,1,131,20,500 meter,15km,900, reserverad P-plats
43,15,5,2,131,-10,15km,15km,300,reserverad garageplats
251,15,6,1,132,0,15km,5km,900, reserverad P-plats
244,15,6,2,132,10,500 meter,5km,900, reserverad P-plats
59,15,7,1,133,10,15km,500 meter,600,reserverad garageplats
213,15,7,2,133,-10,500 meter,15km,600, reserverad P-plats
28,15,8,1,134,-10,15km,5km,300,reserverad garageplats
301,15,8,2,134,0,500 meter,15km,300,ingen P-plats
195,15,9,1,135,20,15km,500 meter,600, reserverad P-plats
160,15,9,2,135,20,5km,5km,300, reserverad P-plats
267,16,1,1,136,-20,15km,15km,900, reserverad P-plats
232,16,1,2,136,-20,5km,500 meter,900, reserverad P-plats
148,16,2,1,137,-10,15km,500 meter,300, reserverad P-plats
360,16,2,2,137,20,15km,15km,600,ingen P-plats
1,16,3,1,138,0,500 meter,500 meter,300,reserverad garageplats
16,16,3,2,138,0,500 meter,5km,300,reserverad garageplats
152,16,4,1,139,-20,500 meter,5km,300, reserverad P-plats
40,16,4,2,139,20,5km,15km,300,reserverad garageplats
368,16,5,1,140,-10,5km,500 meter,900,ingen P-plats
267,16,5,2,140,-20,15km,15km,900, reserverad P-plats
301,16,6,1,141,0,500 meter,15km,300,ingen P-plats
333,16,6,2,141,-10,500 meter,5km,600,ingen P-plats
244,16,7,1,142,10,500 meter,5km,900, reserverad P-plats
195,16,7,2,142,20,15km,500 meter,600, reserverad P-plats
114,16,8,1,143,10,5km,5km,900,reserverad garageplats
251,16,8,2,143,0,15km,5km,900, reserverad P-plats
128,16,9,1,144,-10,5km,15km,900,reserverad garageplats
280,16,9,2,144,20,5km,500 meter,300,ingen P-plats
183,17,1,1,145,-10,500 meter,500 meter,600, reserverad P-plats
102,17,1,2,145,-20,15km,500 meter,900,reserverad garageplats
51,17,2,1,146,0,5km,500 meter,600,reserverad garageplats
67,17,2,2,146,-20,5km,5km,600,reserverad garageplats
40,17,3,1,147,20,5km,15km,300,reserverad garageplats
114,17,3,2,147,10,5km,5km,900,reserverad garageplats
360,17,4,1,148,20,15km,15km,600,ingen P-plats
128,17,4,2,148,-10,5km,15km,900,reserverad garageplats
213,17,5,1,149,-10,500 meter,15km,600, reserverad P-plats
75,17,5,2,149,20,15km,5km,600,reserverad garageplats
67,17,6,1,150,-20,5km,5km,600,reserverad garageplats
77,17,6,2,150,-20,500 meter,15km,600,reserverad garageplats
280,17,7,1,151,20,5km,500 meter,300,ingen P-plats
201,17,7,2,151,0,5km,5km,600, reserverad P-plats
102,17,8,1,152,-20,15km,500 meter,900,reserverad garageplats
124,17,8,2,152,10,500 meter,15km,900,reserverad garageplats
124,17,9,1,153,10,500 meter,15km,900,reserverad garageplats
59,17,9,2,153,10,15km,500 meter,600,reserverad garageplats
344,18,1,1,154,10,15km,5km,600,ingen P-plats
371,18,1,2,154,0,15km,500 meter,900,ingen P-plats
380,18,2,1,155,20,500 meter,5km,900,ingen P-plats
1,18,2,2,155,0,500 meter,500 meter,300,reserverad garageplats
144,18,3,1,156,10,5km,500 meter,300, reserverad P-plats
309,18,3,2,156,10,5km,15km,300,ingen P-plats
352,18,4,1,157,-20,5km,15km,600,ingen P-plats
183,18,4,2,157,-10,500 meter,500 meter,600, reserverad P-plats
95,18,5,1,158,20,500 meter,500 meter,900,reserverad garageplats
152,18,5,2,158,-20,500 meter,5km,300, reserverad P-plats
75,18,6,1,159,20,15km,5km,600,reserverad garageplats
319,18,6,2,159,10,500 meter,500 meter,600,ingen P-plats
319,18,7,1,160,10,500 meter,500 meter,600,ingen P-plats
216,18,7,2,160,0,5km,15km,600, reserverad P-plats
160,18,8,1,161,20,5km,5km,300, reserverad P-plats
51,18,8,2,161,0,5km,500 meter,600,reserverad garageplats
401,18,9,1,162,0,15km,15km,900,ingen P-plats
28,18,9,2,162,-10,15km,5km,300,reserverad garageplats
232,19,1,1,163,-20,5km,500 meter,900, reserverad P-plats
380,19,1,2,163,20,500 meter,5km,900,ingen P-plats
43,19,2,1,164,-10,15km,15km,300,reserverad garageplats
144,19,2,2,164,10,5km,500 meter,300, reserverad P-plats
179,19,3,1,165,10,15km,15km,300, reserverad P-plats
352,19,3,2,165,-20,5km,15km,600,ingen P-plats
309,19,4,1,166,10,5km,15km,300,ingen P-plats
260,19,4,2,166,20,500 meter,15km,900, reserverad P-plats
383,19,5,1,167,-10,5km,5km,900,ingen P-plats
297,19,5,2,167,-20,15km,5km,300,ingen P-plats
272,19,6,1,168,-20,500 meter,500 meter,300,ingen P-plats
95,19,6,2,168,20,500 meter,500 meter,900,reserverad garageplats
371,19,7,1,169,0,15km,500 meter,900,ingen P-plats
179,19,7,2,169,10,15km,15km,300, reserverad P-plats
333,19,8,1,170,-10,500 meter,5km,600,ingen P-plats
344,19,8,2,170,10,15km,5km,600,ingen P-plats
201,19,9,1,171,0,5km,5km,600, reserverad P-plats
148,19,9,2,171,-10,15km,500 meter,300, reserverad P-plats
216,20,1,1,172,0,5km,15km,600, reserverad P-plats
368,20,1,2,172,-10,5km,500 meter,900,ingen P-plats
16,20,2,1,173,0,500 meter,5km,300,reserverad garageplats
272,20,2,2,173,-20,500 meter,500 meter,300,ingen P-plats
297,20,3,1,174,-20,15km,5km,300,ingen P-plats
401,20,3,2,174,0,15km,15km,900,ingen P-plats
77,20,4,1,175,-20,500 meter,15km,600,reserverad garageplats
383,20,4,2,175,-10,5km,5km,900,ingen P-plats
260,20,5,1,176,20,500 meter,15km,900, reserverad P-plats
43,20,5,2,176,-10,15km,15km,300,reserverad garageplats
251,20,6,1,177,0,15km,5km,900, reserverad P-plats
244,20,6,2,177,10,500 meter,5km,900, reserverad P-plats
59,20,7,1,178,10,15km,500 meter,600,reserverad garageplats
213,20,7,2,178,-10,500 meter,15km,600, reserverad P-plats
28,20,8,1,179,-10,15km,5km,300,reserverad garageplats
301,20,8,2,179,0,500 meter,15km,300,ingen P-plats
195,20,9,1,180,20,15km,500 meter,600, reserverad P-plats
160,20,9,2,180,20,5km,5km,300, reserverad P-plats
267,21,1,1,181,-20,15km,15km,900, reserverad P-plats
232,21,1,2,181,-20,5km,500 meter,900, reserverad P-plats
148,21,2,1,182,-10,15km,500 meter,300, reserverad P-plats
360,21,2,2,182,20,15km,15km,600,ingen P-plats
1,21,3,1,183,0,500 meter,500 meter,300,reserverad garageplats
16,21,3,2,183,0,500 meter,5km,300,reserverad garageplats
152,21,4,1,184,-20,500 meter,5km,300, reserverad P-plats
40,21,4,2,184,20,5km,15km,300,reserverad garageplats
368,21,5,1,185,-10,5km,500 meter,900,ingen P-plats
267,21,5,2,185,-20,15km,15km,900, reserverad P-plats
301,21,6,1,186,0,500 meter,15km,300,ingen P-plats
333,21,6,2,186,-10,500 meter,5km,600,ingen P-plats
244,21,7,1,187,10,500 meter,5km,900, reserverad P-plats
195,21,7,2,187,20,15km,500 meter,600, reserverad P-plats
114,21,8,1,188,10,5km,5km,900,reserverad garageplats
251,21,8,2,188,0,15km,5km,900, reserverad P-plats
128,21,9,1,189,-10,5km,15km,900,reserverad garageplats
280,21,9,2,189,20,5km,500 meter,300,ingen P-plats
183,22,1,1,190,-10,500 meter,500 meter,600, reserverad P-plats
102,22,1,2,190,-20,15km,500 meter,900,reserverad garageplats
51,22,2,1,191,0,5km,500 meter,600,reserverad garageplats
67,22,2,2,191,-20,5km,5km,600,reserverad garageplats
40,22,3,1,192,20,5km,15km,300,reserverad garageplats
114,22,3,2,192,10,5km,5km,900,reserverad garageplats
360,22,4,1,193,20,15km,15km,600,ingen P-plats
128,22,4,2,193,-10,5km,15km,900,reserverad garageplats
213,22,5,1,194,-10,500 meter,15km,600, reserverad P-plats
75,22,5,2,194,20,15km,5km,600,reserverad garageplats
67,22,6,1,195,-20,5km,5km,600,reserverad garageplats
77,22,6,2,195,-20,500 meter,15km,600,reserverad garageplats
280,22,7,1,196,20,5km,500 meter,300,ingen P-plats
201,22,7,2,196,0,5km,5km,600, reserverad P-plats
102,22,8,1,197,-20,15km,500 meter,900,reserverad garageplats
124,22,8,2,197,10,500 meter,15km,900,reserverad garageplats
124,22,9,1,198,10,500 meter,15km,900,reserverad garageplats
59,22,9,2,198,10,15km,500 meter,600,reserverad garageplats
344,23,1,1,199,10,15km,5km,600,ingen P-plats
371,23,1,2,199,0,15km,500 meter,900,ingen P-plats
380,23,2,1,200,20,500 meter,5km,900,ingen P-plats
1,23,2,2,200,0,500 meter,500 meter,300,reserverad garageplats
144,23,3,1,201,10,5km,500 meter,300, reserverad P-plats
309,23,3,2,201,10,5km,15km,300,ingen P-plats
352,23,4,1,202,-20,5km,15km,600,ingen P-plats
183,23,4,2,202,-10,500 meter,500 meter,600, reserverad P-plats
95,23,5,1,203,20,500 meter,500 meter,900,reserverad garageplats
152,23,5,2,203,-20,500 meter,5km,300, reserverad P-plats
75,23,6,1,204,20,15km,5km,600,reserverad garageplats
319,23,6,2,204,10,500 meter,500 meter,600,ingen P-plats
319,23,7,1,205,10,500 meter,500 meter,600,ingen P-plats
216,23,7,2,205,0,5km,15km,600, reserverad P-plats
160,23,8,1,206,20,5km,5km,300, reserverad P-plats
51,23,8,2,206,0,5km,500 meter,600,reserverad garageplats
401,23,9,1,207,0,15km,15km,900,ingen P-plats
28,23,9,2,207,-10,15km,5km,300,reserverad garageplats
232,24,1,1,208,-20,5km,500 meter,900, reserverad P-plats
380,24,1,2,208,20,500 meter,5km,900,ingen P-plats
43,24,2,1,209,-10,15km,15km,300,reserverad garageplats
144,24,2,2,209,10,5km,500 meter,300, reserverad P-plats
179,24,3,1,210,10,15km,15km,300, reserverad P-plats
352,24,3,2,210,-20,5km,15km,600,ingen P-plats
309,24,4,1,211,10,5km,15km,300,ingen P-plats
260,24,4,2,211,20,500 meter,15km,900, reserverad P-plats
383,24,5,1,212,-10,5km,5km,900,ingen P-plats
297,24,5,2,212,-20,15km,5km,300,ingen P-plats
272,24,6,1,213,-20,500 meter,500 meter,300,ingen P-plats
95,24,6,2,213,20,500 meter,500 meter,900,reserverad garageplats
371,24,7,1,214,0,15km,500 meter,900,ingen P-plats
179,24,7,2,214,10,15km,15km,300, reserverad P-plats
333,24,8,1,215,-10,500 meter,5km,600,ingen P-plats
344,24,8,2,215,10,15km,5km,600,ingen P-plats
201,24,9,1,216,0,5km,5km,600, reserverad P-plats
148,24,9,2,216,-10,15km,500 meter,300, reserverad P-plats
216,25,1,1,217,0,5km,15km,600, reserverad P-plats
368,25,1,2,217,-10,5km,500 meter,900,ingen P-plats
16,25,2,1,218,0,500 meter,5km,300,reserverad garageplats
272,25,2,2,218,-20,500 meter,500 meter,300,ingen P-plats
297,25,3,1,219,-20,15km,5km,300,ingen P-plats
401,25,3,2,219,0,15km,15km,900,ingen P-plats
77,25,4,1,220,-20,500 meter,15km,600,reserverad garageplats
383,25,4,2,220,-10,5km,5km,900,ingen P-plats
260,25,5,1,221,20,500 meter,15km,900, reserverad P-plats
43,25,5,2,221,-10,15km,15km,300,reserverad garageplats
251,25,6,1,222,0,15km,5km,900, reserverad P-plats
244,25,6,2,222,10,500 meter,5km,900, reserverad P-plats
59,25,7,1,223,10,15km,500 meter,600,reserverad garageplats
213,25,7,2,223,-10,500 meter,15km,600, reserverad P-plats
28,25,8,1,224,-10,15km,5km,300,reserverad garageplats
301,25,8,2,224,0,500 meter,15km,300,ingen P-plats
195,25,9,1,225,20,15km,500 meter,600, reserverad P-plats
160,25,9,2,225,20,5km,5km,300, reserverad P-plats
267,26,1,1,226,-20,15km,15km,900, reserverad P-plats
232,26,1,2,226,-20,5km,500 meter,900, reserverad P-plats
148,26,2,1,227,-10,15km,500 meter,300, reserverad P-plats
360,26,2,2,227,20,15km,15km,600,ingen P-plats
1,26,3,1,228,0,500 meter,500 meter,300,reserverad garageplats
16,26,3,2,228,0,500 meter,5km,300,reserverad garageplats
152,26,4,1,229,-20,500 meter,5km,300, reserverad P-plats
